# {'COM3': {'sensor': ['-', '-', '-', '-', '-', '-'], 'device name': 'Device 1', 'column': ['nSeq', '1', '2', '3', '4', '5', '6'], 'start time': '"18:49:35.650057"', 'device connection': 'COM3', 'channels': [1, 2, 3, 4, 5, 6], 'date': '"2023-06-29"', 'device': 'scientisst_sense', 'resolution': [4, 12, 12, 12, 12, 12, 12], 'sampling rate': 1000, 'label': ['RAW', 'RAW', 'RAW', 'RAW', 'RAW', 'RAW']}}
nSeq	1	2	3	4	5	6
868	3755	565	742	753	3337	0
869	3754	570	741	754	3340	0
870	3756	571	741	753	3342	0
871	3755	566	742	752	3339	0
872	3755	565	741	754	3343	0
873	3483	567	742	752	3338	0
874	937	570	740	752	3339	0
875	0	569	743	753	3338	0
876	0	567	741	754	3341	0
877	0	570	743	753	3341	0
878	0	569	742	752	3342	0
879	0	569	743	752	3339	0
880	0	566	742	752	3339	0
881	0	569	739	752	3341	0
882	0	570	743	755	3341	0
883	749	567	742	755	3341	0
884	3728	568	742	753	3339	0
885	3755	569	745	752	3343	0
886	3755	566	743	752	3339	0
887	3755	571	743	753	3342	0
888	3758	571	742	754	3343	0
889	3757	570	745	754	3343	0
890	3756	567	742	755	3344	0
891	3756	569	742	752	3342	0
892	3759	568	742	752	3339	0
893	3756	567	743	752	3341	0
894	3626	571	740	753	3343	0
895	1205	568	743	755	3342	0
896	0	569	742	752	3339	0
897	0	570	743	753	3342	0
898	0	567	741	752	3339	0
899	0	570	744	752	3339	0
900	0	567	744	753	3340	0
901	0	571	743	754	3341	0
902	0	572	736	754	3344	0
903	0	566	741	752	3344	0
904	0	570	742	752	3341	0
905	1870	570	742	753	3339	0
906	3753	571	742	752	3341	0
907	3753	569	741	753	3342	0
908	3756	567	743	752	3340	0
909	3756	570	741	752	3342	0
910	3757	571	743	753	3341	0
911	3755	568	742	753	3339	0
912	3755	567	742	754	3341	0
913	3755	566	742	754	3337	0
914	3758	569	741	753	3340	0
915	3140	565	743	752	3338	0
916	442	567	743	754	3342	0
917	0	569	743	754	3342	0
918	0	570	741	753	3342	0
919	0	571	742	752	3341	0
920	0	566	742	754	3342	0
921	0	567	741	753	3339	0
922	0	570	746	753	3341	0
923	0	565	745	755	3342	0
924	0	571	742	753	3341	0
925	0	571	742	753	3341	0
926	0	568	742	752	3343	0
927	0	566	745	753	3342	0
928	590	570	742	753	3344	0
929	2770	570	743	753	3337	0
930	3751	568	745	752	3339	0
931	3756	569	743	752	3339	0
932	3755	570	741	752	3341	0
933	3756	569	742	753	3339	0
934	3755	566	743	753	3338	0
935	3759	567	743	753	3341	0
936	3757	570	741	753	3339	0
937	3755	568	741	752	3341	0
938	2559	567	742	752	3341	0
939	0	571	744	754	3342	0
940	0	571	743	754	3338	0
941	0	567	743	752	3344	0
942	0	566	742	754	3342	0
943	0	567	741	752	3337	0
944	0	566	745	752	3341	0
945	0	566	743	754	3340	0
946	0	569	741	753	3339	0
947	0	567	742	755	3344	0
948	0	565	742	752	3340	0
949	0	569	742	753	3342	0
950	0	567	743	752	3341	0
951	0	568	742	752	3341	0
952	0	570	742	754	3338	0
953	0	567	745	752	3340	0
954	0	569	741	753	3343	0
955	0	570	742	754	3341	0
956	0	571	743	753	3344	0
957	0	569	743	754	3341	0
958	0	569	740	753	3342	0
959	0	571	741	754	3341	0
960	0	567	743	752	3343	0
961	0	569	742	752	3344	0
962	236	567	739	754	3342	0
963	2946	567	742	752	3341	0
964	3754	566	745	752	3340	0
965	3756	570	745	753	3339	0
966	3755	571	743	752	3338	0
967	3755	568	741	753	3339	0
968	3759	569	739	753	3342	0
969	3757	571	742	752	3341	0
970	3757	570	743	752	3339	0
971	3755	566	742	753	3340	0
972	3297	569	741	752	3338	0
973	1066	571	741	752	3340	0
974	0	567	741	753	3341	0
975	0	570	743	752	3340	0
976	0	569	742	753	3339	0
977	0	566	746	755	3342	0
978	0	570	742	755	3344	0
979	0	570	740	753	3343	0
980	0	568	743	752	3339	0
981	1685	567	740	753	3342	0
982	3754	566	740	753	3338	0
983	3755	569	743	754	3341	0
984	3754	573	741	753	3341	0
985	3754	567	743	752	3339	0
986	3759	569	741	753	3341	0
987	3755	569	742	752	3340	0
988	3753	573	743	754	3342	0
989	3757	570	741	752	3340	0
990	3754	569	741	753	3339	0
991	3756	568	743	752	3338	0
992	3758	570	743	752	3338	0
993	2231	567	743	753	3339	0
994	0	566	741	752	3337	0
995	0	570	743	753	3338	0
996	0	567	743	752	3341	0
997	0	566	745	753	3339	0
998	0	570	742	755	3339	0
999	0	571	742	753	3341	0
1000	0	566	742	752	3341	0
1001	1454	570	742	752	3341	0
1002	3754	567	740	752	3342	0
1003	3759	570	742	755	3339	0
1004	3755	569	741	753	3342	0
1005	3755	566	742	754	3341	0
1006	3755	569	743	753	3341	0
1007	3753	568	745	754	3338	0
1008	3754	566	742	756	3343	0
1009	3755	566	741	752	3340	0
1010	3755	567	740	754	3340	0
1011	3754	566	746	753	3338	0
1012	3758	569	743	752	3338	0
1013	1675	566	743	754	3342	0
1014	0	567	744	752	3338	0
1015	0	567	744	752	3341	0
1016	0	569	742	752	3339	0
1017	0	568	743	753	3340	0
1018	0	566	741	753	3342	0
1019	0	567	745	752	3339	0
1020	0	570	741	754	3341	0
1021	0	568	742	754	3339	0
1022	1659	568	741	752	3338	0
1023	3750	569	743	752	3342	0
1024	3758	567	746	754	3339	0
1025	3754	569	741	752	3342	0
1026	3755	565	743	752	3339	0
1027	3757	569	742	754	3339	0
1028	3755	569	743	752	3339	0
1029	3753	567	739	752	3341	0
1030	3755	566	741	753	3338	0
1031	3757	567	743	755	3339	0
1032	3757	571	743	752	3338	0
1033	3505	569	742	752	3338	0
1034	976	569	741	753	3341	0
1035	0	567	742	754	3338	0
1036	0	570	743	752	3341	0
1037	0	569	743	754	3343	0
1038	0	566	743	753	3341	0
1039	0	569	742	753	3344	0
1040	0	569	741	757	3339	0
1041	0	570	741	752	3339	0
1042	0	569	741	754	3341	0
1043	1471	568	745	752	3337	0
1044	3753	567	741	754	3341	0
1045	3753	568	742	753	3344	0
1046	3757	570	742	753	3342	0
1047	3754	569	745	753	3338	0
1048	3757	569	742	753	3339	0
1049	3755	570	741	752	3341	0
1050	3758	566	742	753	3340	0
1051	3754	569	741	753	3341	0
1052	3754	570	746	752	3339	0
1053	3759	569	739	753	3338	0
1054	3446	567	742	752	3341	0
1055	917	569	742	752	3340	0
1056	0	570	741	753	3344	0
1057	0	574	746	755	3341	0
1058	0	570	739	753	3341	0
1059	0	570	743	754	3343	0
1060	0	569	741	753	3343	0
1061	0	567	742	752	3341	0
1062	0	569	742	754	3341	0
1063	0	570	745	754	3343	0
1064	608	567	742	753	3339	0
1065	3500	568	746	753	3339	0
1066	3754	567	742	754	3339	0
1067	3754	573	747	755	3341	0
1068	3755	566	743	755	3341	0
1069	3757	567	743	752	3344	0
1070	3755	567	745	755	3339	0
1071	3755	567	745	754	3342	0
1072	3758	569	742	752	3338	0
1073	3757	567	742	752	3341	0
1074	3755	570	743	752	3338	0
1075	2959	569	745	754	3335	0
1076	189	570	741	753	3339	0
1077	0	567	742	753	3343	0
1078	0	570	743	754	3341	0
1079	0	569	741	752	3341	0
1080	0	569	745	753	3338	0
1081	0	571	742	752	3341	0
1082	0	568	743	752	3341	0
1083	0	570	741	752	3342	0
1084	0	567	745	755	3341	0
1085	0	572	742	753	3341	0
1086	0	570	741	752	3339	0
1087	1803	572	743	753	3338	0
1088	3751	566	741	754	3340	0
1089	3757	573	741	752	3338	0
1090	3757	571	743	753	3341	0
1091	3757	570	743	752	3341	0
1092	3759	569	740	753	3339	0
1093	3757	566	742	755	3341	0
1094	3758	567	742	754	3338	0
1095	3757	567	742	752	3339	0
1096	3456	569	743	752	3339	0
1097	1085	569	743	752	3341	0
1098	0	567	746	754	3341	0
1099	0	571	741	752	3344	0
1100	0	569	744	755	3342	0
1101	0	571	741	752	3341	0
1102	0	569	742	754	3341	0
1103	0	567	742	752	3340	0
1104	0	571	743	755	3339	0
1105	0	573	744	753	3344	0
1106	0	571	742	752	3342	0
1107	0	565	742	752	3343	0
1108	0	570	745	755	3339	0
1109	0	569	742	752	3341	0
1110	0	571	743	757	3340	0
1111	0	569	740	753	3338	0
1112	0	569	742	754	3341	0
1113	0	571	741	754	3337	0
1114	0	567	743	753	3341	0
1115	208	569	743	754	3339	0
1116	2782	571	744	754	3341	0
1117	3754	569	742	752	3338	0
1118	3755	567	743	752	3339	0
1119	3755	570	745	752	3341	0
1120	3756	569	743	755	3338	0
1121	3755	569	743	752	3342	0
1122	3755	569	743	752	3339	0
1123	3755	570	743	755	3339	0
1124	3754	569	743	754	3338	0
1125	3758	567	740	752	3338	0
1126	3755	568	742	754	3338	0
1127	1616	567	739	753	3339	0
1128	0	568	742	752	3341	0
1129	0	569	741	753	3339	0
1130	0	567	745	752	3337	0
1131	0	568	746	753	3341	0
1132	0	567	741	752	3341	0
1133	0	567	742	752	3337	0
1134	0	569	742	755	3338	0
1135	0	570	741	752	3339	0
1136	0	567	741	752	3338	0
1137	0	566	742	754	3339	0
1138	1341	567	743	755	3338	0
1139	3750	569	739	752	3341	0
1140	3756	567	743	756	3342	0
1141	3755	567	741	754	3341	0
1142	3754	569	742	753	3339	0
1143	3755	569	742	752	3340	0
1144	3755	569	743	753	3339	0
1145	3754	570	743	754	3339	0
1146	3753	569	743	752	3339	0
1147	3758	566	739	754	3338	0
1148	3755	567	750	752	3342	0
1149	3756	566	742	755	3342	0
1150	3755	567	743	754	3338	0
1151	2546	565	741	753	3339	0
1152	0	567	743	753	3338	0
1153	0	567	741	754	3339	0
1154	0	570	743	752	3339	0
1155	0	569	743	753	3337	0
1156	0	567	741	752	3339	0
1157	0	570	743	752	3340	0
1158	0	567	742	752	3342	0
1159	0	569	742	752	3341	0
1160	0	571	742	752	3341	0
1161	535	571	741	752	3338	0
1162	3428	571	745	754	3339	0
1163	3755	571	742	754	3338	0
1164	3757	570	741	753	3340	0
1165	3754	569	741	753	3338	0
1166	3754	570	743	752	3344	0
1167	3754	567	740	755	3339	0
1168	3755	570	741	752	3339	0
1169	3757	567	741	752	3342	0
